"Instructions: for each of the following Facebook image files (column A), complete the following questions using the provided annotation scheme.   ","Check the box corresponding to each question for a 'Yes' response, and leave the box unchecked for a 'No' response.",,,,
facebook_dataset_houses_Linda Sanchez_time1_240.jpg,FALSE,FALSE,FALSE,FALSE,FALSE
facebook_dataset_houses_Linsey Fagan_mobile1_408.jpg,FALSE,FALSE,FALSE,FALSE,FALSE
facebook_dataset_houses_Linsey Fagan_mobile1_305.jpg,FALSE,FALSE,FALSE,FALSE,FALSE
facebook_dataset_houses_Linsey Fagan_time1_118.png,FALSE,FALSE,FALSE,FALSE,FALSE
facebook_dataset_houses_Linsey Fagan_time1_100.png,FALSE,FALSE,FALSE,FALSE,FALSE
facebook_dataset_houses_Linsey Fagan_mobile1_452.jpg,FALSE,FALSE,FALSE,FALSE,FALSE
facebook_dataset_houses_Linsey Fagan_time1_81.jpg,FALSE,FALSE,FALSE,FALSE,FALSE
facebook_dataset_houses_Linsey Fagan_mobile1_304.jpg,FALSE,FALSE,FALSE,FALSE,FALSE
facebook_dataset_houses_Lisa Blunt Rochester_time1_107.png,FALSE,FALSE,FALSE,FALSE,FALSE
facebook_dataset_houses_Lisa Blunt Rochester_time1_165.jpg,FALSE,FALSE,FALSE,FALSE,FALSE
facebook_dataset_houses_Lisa Blunt Rochester_time1_183.jpg,FALSE,FALSE,FALSE,FALSE,FALSE
facebook_dataset_houses_Lisa Blunt Rochester_time1_251.jpg,FALSE,FALSE,FALSE,FALSE,FALSE
facebook_dataset_houses_Lisa Blunt Rochester_time1_123.jpg,FALSE,FALSE,FALSE,FALSE,FALSE
facebook_dataset_houses_Lisa Blunt Rochester_time1_238.jpg,FALSE,FALSE,FALSE,FALSE,FALSE
facebook_dataset_houses_Lisa Blunt Rochester_time1_110.jpg,FALSE,FALSE,FALSE,FALSE,FALSE
facebook_dataset_houses_Lisa Brown_mobile1_326.jpg,FALSE,FALSE,FALSE,FALSE,FALSE
facebook_dataset_houses_Lisa Brown_time1_22.jpg,FALSE,FALSE,FALSE,FALSE,FALSE
facebook_dataset_houses_Lisa Brown_time1_66.jpg,FALSE,FALSE,FALSE,FALSE,FALSE
facebook_dataset_houses_Lisa Brown_time1_88.jpg,FALSE,FALSE,FALSE,FALSE,FALSE
facebook_dataset_houses_Lisa Brown_mobile1_310.jpg,FALSE,FALSE,FALSE,FALSE,FALSE
facebook_dataset_houses_Lisa Brown_mobile1_21.jpg,FALSE,FALSE,FALSE,FALSE,FALSE
facebook_dataset_houses_Lisa Brown_mobile1_213.jpg,FALSE,FALSE,FALSE,FALSE,FALSE
facebook_dataset_houses_Lisa Ring_mobile1_571.jpg,FALSE,FALSE,FALSE,FALSE,FALSE
facebook_dataset_houses_Lisa Ring_mobile1_738.jpg,FALSE,FALSE,FALSE,FALSE,FALSE
facebook_dataset_houses_Lisa Ring_time1_50.jpg,FALSE,FALSE,FALSE,FALSE,FALSE
facebook_dataset_houses_Lisa Ring_mobile1_627.jpg,FALSE,FALSE,FALSE,FALSE,FALSE
facebook_dataset_houses_Lisa Ring_mobile1_1211.jpg,FALSE,FALSE,FALSE,FALSE,FALSE
facebook_dataset_houses_Lisa Ring_mobile1_1067.jpg,FALSE,FALSE,FALSE,FALSE,FALSE
facebook_dataset_houses_Lisa Ring_mobile1_486.jpg,FALSE,FALSE,FALSE,FALSE,FALSE
facebook_dataset_houses_Liuba Grechen Shirley _mobile1_387.jpg,FALSE,FALSE,FALSE,FALSE,FALSE
facebook_dataset_houses_Liuba Grechen Shirley _time1_290.jpg,FALSE,FALSE,FALSE,FALSE,FALSE
facebook_dataset_houses_Liuba Grechen Shirley _time1_69.jpg,FALSE,FALSE,FALSE,FALSE,FALSE
facebook_dataset_houses_Liuba Grechen Shirley _mobile1_487.jpg,FALSE,FALSE,FALSE,FALSE,FALSE
facebook_dataset_houses_Liuba Grechen Shirley _time1_242.jpg,FALSE,FALSE,FALSE,FALSE,FALSE
facebook_dataset_houses_Liuba Grechen Shirley _mobile1_309.jpg,FALSE,FALSE,FALSE,FALSE,FALSE
facebook_dataset_houses_Liuba Grechen Shirley _mobile1_264.jpg,FALSE,FALSE,FALSE,FALSE,FALSE
facebook_dataset_houses_Liz Watson_time1_54.jpg,FALSE,FALSE,FALSE,FALSE,FALSE
facebook_dataset_houses_Liz Watson_mobile1_813.jpg,FALSE,FALSE,FALSE,FALSE,FALSE
facebook_dataset_houses_Liz Watson_mobile1_741.jpg,FALSE,FALSE,FALSE,FALSE,FALSE
facebook_dataset_houses_Liz Watson_time1_198.jpg,FALSE,FALSE,FALSE,FALSE,FALSE
facebook_dataset_houses_Liz Watson_time1_220.jpg,FALSE,FALSE,FALSE,FALSE,FALSE
facebook_dataset_houses_Liz Watson_time1_183.png,FALSE,FALSE,FALSE,FALSE,FALSE
facebook_dataset_houses_Liz Watson_mobile1_489.jpg,FALSE,FALSE,FALSE,FALSE,FALSE
facebook_dataset_houses_Lizzie Pannill Fletcher_time1_655.jpg,FALSE,FALSE,FALSE,FALSE,FALSE
facebook_dataset_houses_Lizzie Pannill Fletcher_time1_348.jpg,FALSE,FALSE,FALSE,FALSE,FALSE
facebook_dataset_houses_Lizzie Pannill Fletcher_time1_707.jpg,FALSE,FALSE,FALSE,FALSE,FALSE
facebook_dataset_houses_Lizzie Pannill Fletcher_time1_835.png,FALSE,FALSE,FALSE,FALSE,FALSE
facebook_dataset_houses_Lizzie Pannill Fletcher_time1_186.jpg,FALSE,FALSE,FALSE,FALSE,FALSE
facebook_dataset_houses_Lizzie Pannill Fletcher_time1_701.jpg,FALSE,FALSE,FALSE,FALSE,FALSE
facebook_dataset_houses_Lizzie Pannill Fletcher_time1_726.jpg,FALSE,FALSE,FALSE,FALSE,FALSE
facebook_dataset_houses_Lloyd Doggett_time1_658.jpg,FALSE,FALSE,FALSE,FALSE,FALSE
facebook_dataset_houses_Lloyd Doggett_time2_114.jpg,FALSE,FALSE,FALSE,FALSE,FALSE
facebook_dataset_houses_Lloyd Doggett_time1_365.jpg,FALSE,FALSE,FALSE,FALSE,FALSE
facebook_dataset_houses_Lloyd Doggett_time1_594.jpg,FALSE,FALSE,FALSE,FALSE,FALSE
facebook_dataset_houses_Lloyd Doggett_mobile1_243.jpg,FALSE,FALSE,FALSE,FALSE,FALSE
facebook_dataset_houses_Lloyd Doggett_time1_605.jpg,FALSE,FALSE,FALSE,FALSE,FALSE
facebook_dataset_houses_Lloyd Doggett_time1_473.jpg,FALSE,FALSE,FALSE,FALSE,FALSE
facebook_dataset_houses_Lois Frankel_time1_106.jpg,FALSE,FALSE,FALSE,FALSE,FALSE
facebook_dataset_houses_Lois Frankel_time1_132.png,FALSE,FALSE,FALSE,FALSE,FALSE
facebook_dataset_houses_Lois Frankel_time1_81.png,FALSE,FALSE,FALSE,FALSE,FALSE
facebook_dataset_houses_Lois Frankel_time1_122.jpg,FALSE,FALSE,FALSE,FALSE,FALSE
facebook_dataset_houses_Lois Frankel_time1_85.jpg,FALSE,FALSE,FALSE,FALSE,FALSE
facebook_dataset_houses_Lois Frankel_time1_137.jpg,FALSE,FALSE,FALSE,FALSE,FALSE
facebook_dataset_houses_Lois Frankel_time1_88.jpg,FALSE,FALSE,FALSE,FALSE,FALSE
facebook_dataset_houses_Lori Trahan_time2_505.png,FALSE,FALSE,FALSE,FALSE,FALSE
facebook_dataset_houses_Lori Trahan_time2_203.png,FALSE,FALSE,FALSE,FALSE,FALSE
facebook_dataset_houses_Lori Trahan_mobile2_431.jpg,FALSE,FALSE,FALSE,FALSE,FALSE
facebook_dataset_houses_Lori Trahan_time2_185.jpg,FALSE,FALSE,FALSE,FALSE,FALSE
facebook_dataset_houses_Lori Trahan_time2_69.png,FALSE,FALSE,FALSE,FALSE,FALSE
facebook_dataset_houses_Lori Trahan_time2_196.jpg,FALSE,FALSE,FALSE,FALSE,FALSE
facebook_dataset_houses_Lori Trahan_mobile2_438.jpg,FALSE,FALSE,FALSE,FALSE,FALSE
facebook_dataset_houses_Lorie Burch_mobile1_152.jpg,FALSE,FALSE,FALSE,FALSE,FALSE
facebook_dataset_houses_Lorie Burch_mobile1_226.jpg,FALSE,FALSE,FALSE,FALSE,FALSE
facebook_dataset_houses_Lorie Burch_mobile1_184.jpg,FALSE,FALSE,FALSE,FALSE,FALSE
facebook_dataset_houses_Lorie Burch_time1_193.png,FALSE,FALSE,FALSE,FALSE,FALSE
facebook_dataset_houses_Lorie Burch_time1_175.png,FALSE,FALSE,FALSE,FALSE,FALSE
facebook_dataset_houses_Lorie Burch_time1_128.png,FALSE,FALSE,FALSE,FALSE,FALSE
facebook_dataset_houses_Lorie Burch_mobile1_59.jpg,FALSE,FALSE,FALSE,FALSE,FALSE
facebook_dataset_houses_Lou Correa_time1_553.jpg,FALSE,FALSE,FALSE,FALSE,FALSE
facebook_dataset_houses_Lou Correa_time1_588.png,FALSE,FALSE,FALSE,FALSE,FALSE
facebook_dataset_houses_Lou Correa_time1_457.jpg,FALSE,FALSE,FALSE,FALSE,FALSE
facebook_dataset_houses_Lou Correa_time1_560.png,FALSE,FALSE,FALSE,FALSE,FALSE
facebook_dataset_houses_Lou Correa_time1_539.jpg,FALSE,FALSE,FALSE,FALSE,FALSE
facebook_dataset_houses_Lou Correa_time1_535.jpg,FALSE,FALSE,FALSE,FALSE,FALSE
facebook_dataset_houses_Lou Correa_time1_545.jpg,FALSE,FALSE,FALSE,FALSE,FALSE
facebook_dataset_houses_Louise Slaughter_time1_36.png,FALSE,FALSE,FALSE,FALSE,FALSE
facebook_dataset_houses_Louise Slaughter_time1_20.jpg,FALSE,FALSE,FALSE,FALSE,FALSE
facebook_dataset_houses_Louise Slaughter_time1_2.jpg,FALSE,FALSE,FALSE,FALSE,FALSE
facebook_dataset_houses_Louise Slaughter_time1_28.png,FALSE,FALSE,FALSE,FALSE,FALSE
facebook_dataset_houses_Louise Slaughter_time1_19.png,FALSE,FALSE,FALSE,FALSE,FALSE
facebook_dataset_houses_Louise Slaughter_time1_40.png,FALSE,FALSE,FALSE,FALSE,FALSE
facebook_dataset_houses_Louise Slaughter_time1_1.png,FALSE,FALSE,FALSE,FALSE,FALSE
facebook_dataset_houses_Lucille Roybal-Allard_mobile2_4.jpg,FALSE,FALSE,FALSE,FALSE,FALSE
facebook_dataset_houses_Lucille Roybal-Allard_time1_598.jpg,FALSE,FALSE,FALSE,FALSE,FALSE
facebook_dataset_houses_Lucille Roybal-Allard_mobile1_88.jpg,FALSE,FALSE,FALSE,FALSE,FALSE
facebook_dataset_houses_Lucille Roybal-Allard_time1_763.jpg,FALSE,FALSE,FALSE,FALSE,FALSE
facebook_dataset_houses_Lucille Roybal-Allard_time1_765.jpg,FALSE,FALSE,FALSE,FALSE,FALSE
facebook_dataset_houses_Lucille Roybal-Allard_time1_792.jpg,FALSE,FALSE,FALSE,FALSE,FALSE
facebook_dataset_houses_Lucille Roybal-Allard_time1_377.jpg,FALSE,FALSE,FALSE,FALSE,FALSE
facebook_dataset_houses_Lucy McBath_mobile2_36.jpg,FALSE,FALSE,FALSE,FALSE,FALSE
facebook_dataset_houses_Lucy McBath_mobile2_35.jpg,FALSE,FALSE,FALSE,FALSE,FALSE
facebook_dataset_houses_Lucy McBath_time2_123.png,FALSE,FALSE,FALSE,FALSE,FALSE
facebook_dataset_houses_Lucy McBath_time2_218.jpg,FALSE,FALSE,FALSE,FALSE,FALSE
facebook_dataset_houses_Lucy McBath_time2_70.jpg,FALSE,FALSE,FALSE,FALSE,FALSE
facebook_dataset_houses_Lucy McBath_time2_217.jpg,FALSE,FALSE,FALSE,FALSE,FALSE
facebook_dataset_houses_Lucy McBath_time2_219.jpg,FALSE,FALSE,FALSE,FALSE,FALSE
facebook_dataset_houses_Luis Gutiérrez_time1_124.png,FALSE,FALSE,FALSE,FALSE,FALSE
facebook_dataset_houses_Luis Gutiérrez_time1_54.png,FALSE,FALSE,FALSE,FALSE,FALSE
facebook_dataset_houses_Luis Gutiérrez_time1_69.jpg,FALSE,FALSE,FALSE,FALSE,FALSE
facebook_dataset_houses_Luis Gutiérrez_time1_136.jpg,FALSE,FALSE,FALSE,FALSE,FALSE
facebook_dataset_houses_Luis Gutiérrez_time1_68.jpg,FALSE,FALSE,FALSE,FALSE,FALSE
facebook_dataset_houses_Luis Gutiérrez_time1_21.png,FALSE,FALSE,FALSE,FALSE,FALSE
facebook_dataset_houses_Luis Gutiérrez_time1_45.jpg,FALSE,FALSE,FALSE,FALSE,FALSE
facebook_dataset_govornor_Lupe Valdez_mobile1_392.jpg,FALSE,FALSE,FALSE,FALSE,FALSE
facebook_dataset_govornor_Lupe Valdez_time1_49.jpg,FALSE,FALSE,FALSE,FALSE,FALSE
facebook_dataset_govornor_Lupe Valdez_time1_79.png,FALSE,FALSE,FALSE,FALSE,FALSE
facebook_dataset_govornor_Lupe Valdez_time1_77.jpg,FALSE,FALSE,FALSE,FALSE,FALSE
facebook_dataset_govornor_Lupe Valdez_mobile1_502.jpg,FALSE,FALSE,FALSE,FALSE,FALSE
facebook_dataset_govornor_Lupe Valdez_mobile1_326.jpg,FALSE,FALSE,FALSE,FALSE,FALSE
facebook_dataset_govornor_Lupe Valdez_time1_40.jpg,FALSE,FALSE,FALSE,FALSE,FALSE
facebook_dataset_houses_MJ Hegar_mobile1_30.jpg,FALSE,FALSE,FALSE,FALSE,FALSE
facebook_dataset_houses_MJ Hegar_mobile1_33.jpg,FALSE,FALSE,FALSE,FALSE,FALSE
facebook_dataset_houses_MJ Hegar_mobile1_27.jpg,FALSE,FALSE,FALSE,FALSE,FALSE
facebook_dataset_houses_MJ Hegar_mobile1_23.jpg,FALSE,FALSE,FALSE,FALSE,FALSE
facebook_dataset_houses_MJ Hegar_mobile1_28.jpg,FALSE,FALSE,FALSE,FALSE,FALSE
facebook_dataset_houses_MJ Hegar_mobile1_32.jpg,FALSE,FALSE,FALSE,FALSE,FALSE
facebook_dataset_houses_MJ Hegar_mobile1_31.jpg,FALSE,FALSE,FALSE,FALSE,FALSE
facebook_dataset_houses_Mac Schneider_mobile1_9.jpg,FALSE,FALSE,FALSE,FALSE,FALSE
facebook_dataset_houses_Mac Schneider_mobile1_245.jpg,FALSE,FALSE,FALSE,FALSE,FALSE
facebook_dataset_houses_Mac Schneider_mobile1_260.jpg,FALSE,FALSE,FALSE,FALSE,FALSE
facebook_dataset_houses_Mac Schneider_time1_83.jpg,FALSE,FALSE,FALSE,FALSE,FALSE
facebook_dataset_houses_Mac Schneider_mobile1_289.jpg,FALSE,FALSE,FALSE,FALSE,FALSE
facebook_dataset_houses_Mac Schneider_mobile1_258.jpg,FALSE,FALSE,FALSE,FALSE,FALSE
facebook_dataset_houses_Mac Schneider_time1_37.jpg,FALSE,FALSE,FALSE,FALSE,FALSE
facebook_dataset_houses_Madeleine Dean_time1_324.jpg,FALSE,FALSE,FALSE,FALSE,FALSE
facebook_dataset_houses_Madeleine Dean_time1_232.png,FALSE,FALSE,FALSE,FALSE,FALSE
facebook_dataset_houses_Madeleine Dean_time1_269.png,FALSE,FALSE,FALSE,FALSE,FALSE
facebook_dataset_houses_Madeleine Dean_time1_222.png,FALSE,FALSE,FALSE,FALSE,FALSE
facebook_dataset_houses_Madeleine Dean_time1_197.jpg,FALSE,FALSE,FALSE,FALSE,FALSE
facebook_dataset_houses_Madeleine Dean_time1_321.jpg,FALSE,FALSE,FALSE,FALSE,FALSE
facebook_dataset_houses_Madeleine Dean_time1_336.png,FALSE,FALSE,FALSE,FALSE,FALSE
facebook_dataset_houses_Marc Friedenberg_time1_141.jpg,FALSE,FALSE,FALSE,FALSE,FALSE
facebook_dataset_houses_Marc Friedenberg_mobile1_56.jpg,FALSE,FALSE,FALSE,FALSE,FALSE
facebook_dataset_houses_Marc Friedenberg_time1_95.png,FALSE,FALSE,FALSE,FALSE,FALSE
facebook_dataset_houses_Marc Friedenberg_time1_65.png,FALSE,FALSE,FALSE,FALSE,FALSE
facebook_dataset_houses_Marc Friedenberg_time1_161.jpg,FALSE,FALSE,FALSE,FALSE,FALSE
facebook_dataset_houses_Marc Friedenberg_time1_106.png,FALSE,FALSE,FALSE,FALSE,FALSE
facebook_dataset_houses_Marc Friedenberg_time1_157.png,FALSE,FALSE,FALSE,FALSE,FALSE
facebook_dataset_houses_Marc Veasey_time1_254.jpg,FALSE,FALSE,FALSE,FALSE,FALSE
facebook_dataset_houses_Marc Veasey_time1_171.jpg,FALSE,FALSE,FALSE,FALSE,FALSE
facebook_dataset_houses_Marc Veasey_time1_229.jpg,FALSE,FALSE,FALSE,FALSE,FALSE
facebook_dataset_houses_Marc Veasey_time1_284.png,FALSE,FALSE,FALSE,FALSE,FALSE
facebook_dataset_houses_Marc Veasey_time2_64.jpg,FALSE,FALSE,FALSE,FALSE,FALSE
facebook_dataset_houses_Marc Veasey_mobile1_243.jpg,FALSE,FALSE,FALSE,FALSE,FALSE
facebook_dataset_houses_Marc Veasey_time1_231.jpg,FALSE,FALSE,FALSE,FALSE,FALSE
facebook_dataset_houses_Marcia Fudge_time1_223.png,FALSE,FALSE,FALSE,FALSE,FALSE
facebook_dataset_houses_Marcia Fudge_time1_257.jpg,FALSE,FALSE,FALSE,FALSE,FALSE
facebook_dataset_houses_Marcia Fudge_time1_225.jpg,FALSE,FALSE,FALSE,FALSE,FALSE
facebook_dataset_houses_Marcia Fudge_time1_252.png,FALSE,FALSE,FALSE,FALSE,FALSE
facebook_dataset_houses_Marcia Fudge_time1_202.jpg,FALSE,FALSE,FALSE,FALSE,FALSE
facebook_dataset_houses_Marcia Fudge_time1_230.jpg,FALSE,FALSE,FALSE,FALSE,FALSE
facebook_dataset_houses_Marcia Fudge_time1_265.png,FALSE,FALSE,FALSE,FALSE,FALSE
facebook_dataset_houses_Marcy Kaptur _mobile2_29.jpg,FALSE,FALSE,FALSE,FALSE,FALSE
facebook_dataset_houses_Marcy Kaptur _time2_1.jpg,FALSE,FALSE,FALSE,FALSE,FALSE
facebook_dataset_houses_Marcy Kaptur _time2_11.jpg,FALSE,FALSE,FALSE,FALSE,FALSE
facebook_dataset_houses_Marcy Kaptur _mobile2_24.jpg,FALSE,FALSE,FALSE,FALSE,FALSE
facebook_dataset_houses_Marcy Kaptur _mobile2_3.jpg,FALSE,FALSE,FALSE,FALSE,FALSE
facebook_dataset_houses_Marcy Kaptur _time2_12.png,FALSE,FALSE,FALSE,FALSE,FALSE
facebook_dataset_houses_Marcy Kaptur _time2_13.png,FALSE,FALSE,FALSE,FALSE,FALSE
facebook_dataset_houses_Margaret Engebretson_time1_204.jpg,FALSE,FALSE,FALSE,FALSE,FALSE
facebook_dataset_houses_Margaret Engebretson_time1_185.jpg,FALSE,FALSE,FALSE,FALSE,FALSE
facebook_dataset_houses_Margaret Engebretson_time1_84.jpg,FALSE,FALSE,FALSE,FALSE,FALSE
facebook_dataset_houses_Margaret Engebretson_time1_162.jpg,FALSE,FALSE,FALSE,FALSE,FALSE
facebook_dataset_houses_Margaret Engebretson_time1_222.jpg,FALSE,FALSE,FALSE,FALSE,FALSE
facebook_dataset_houses_Margaret Engebretson_mobile1_4.jpg,FALSE,FALSE,FALSE,FALSE,FALSE
facebook_dataset_houses_Margaret Engebretson_time1_87.jpg,FALSE,FALSE,FALSE,FALSE,FALSE
facebook_dataset_senates_Margaret Hassan_mobile1_106.jpg,FALSE,FALSE,FALSE,FALSE,FALSE
facebook_dataset_senates_Margaret Hassan_time1_135.jpg,FALSE,FALSE,FALSE,FALSE,FALSE
facebook_dataset_senates_Margaret Hassan_time1_214.png,FALSE,FALSE,FALSE,FALSE,FALSE
facebook_dataset_senates_Margaret Hassan_time1_129.png,FALSE,FALSE,FALSE,FALSE,FALSE
facebook_dataset_senates_Margaret Hassan_mobile1_119.jpg,FALSE,FALSE,FALSE,FALSE,FALSE
facebook_dataset_senates_Margaret Hassan_time1_106.jpg,FALSE,FALSE,FALSE,FALSE,FALSE
facebook_dataset_senates_Margaret Hassan_time1_225.jpg,FALSE,FALSE,FALSE,FALSE,FALSE
facebook_dataset_senates_Maria Cantwell_time2_77.jpg,FALSE,FALSE,FALSE,FALSE,FALSE
facebook_dataset_senates_Maria Cantwell_time2_60.jpg,FALSE,FALSE,FALSE,FALSE,FALSE
facebook_dataset_senates_Maria Cantwell_mobile2_11.jpg,FALSE,FALSE,FALSE,FALSE,FALSE
facebook_dataset_senates_Maria Cantwell_time1_7.png,FALSE,FALSE,FALSE,FALSE,FALSE
facebook_dataset_senates_Maria Cantwell_time1_5.png,FALSE,FALSE,FALSE,FALSE,FALSE
facebook_dataset_senates_Maria Cantwell_time1_24.jpg,FALSE,FALSE,FALSE,FALSE,FALSE
facebook_dataset_senates_Maria Cantwell_time2_78.jpg,FALSE,FALSE,FALSE,FALSE,FALSE
facebook_dataset_houses_Mariah Phillips_time1_10.jpg,FALSE,FALSE,FALSE,FALSE,FALSE
facebook_dataset_houses_Mariah Phillips_time1_84.png,FALSE,FALSE,FALSE,FALSE,FALSE
facebook_dataset_houses_Mariah Phillips_time1_80.jpg,FALSE,FALSE,FALSE,FALSE,FALSE
facebook_dataset_houses_Mariah Phillips_mobile1_307.jpg,FALSE,FALSE,FALSE,FALSE,FALSE
facebook_dataset_houses_Mariah Phillips_time1_85.png,FALSE,FALSE,FALSE,FALSE,FALSE
facebook_dataset_houses_Mariah Phillips_time1_77.png,FALSE,FALSE,FALSE,FALSE,FALSE
facebook_dataset_houses_Mariah Phillips_mobile1_678.jpg,FALSE,FALSE,FALSE,FALSE,FALSE
facebook_dataset_govornor_Mark Begich_mobile1_200.jpg,FALSE,FALSE,FALSE,FALSE,FALSE
facebook_dataset_govornor_Mark Begich_mobile1_35.jpg,FALSE,FALSE,FALSE,FALSE,FALSE
facebook_dataset_govornor_Mark Begich_time1_84.jpg,FALSE,FALSE,FALSE,FALSE,FALSE
facebook_dataset_govornor_Mark Begich_time1_30.jpg,FALSE,FALSE,FALSE,FALSE,FALSE
facebook_dataset_govornor_Mark Begich_time1_83.jpg,FALSE,FALSE,FALSE,FALSE,FALSE
facebook_dataset_govornor_Mark Begich_time1_61.jpg,FALSE,FALSE,FALSE,FALSE,FALSE
facebook_dataset_govornor_Mark Begich_time1_80.jpg,FALSE,FALSE,FALSE,FALSE,FALSE
facebook_dataset_govornor_Mark Dayton_time1_238.png,FALSE,FALSE,FALSE,FALSE,FALSE
facebook_dataset_govornor_Mark Dayton_time1_69.jpg,FALSE,FALSE,FALSE,FALSE,FALSE
facebook_dataset_govornor_Mark Dayton_time1_184.png,FALSE,FALSE,FALSE,FALSE,FALSE
facebook_dataset_govornor_Mark Dayton_time1_146.jpg,FALSE,FALSE,FALSE,FALSE,FALSE
facebook_dataset_govornor_Mark Dayton_time1_156.jpg,FALSE,FALSE,FALSE,FALSE,FALSE
facebook_dataset_govornor_Mark Dayton_time1_231.png,FALSE,FALSE,FALSE,FALSE,FALSE
facebook_dataset_govornor_Mark Dayton_time1_241.jpg,FALSE,FALSE,FALSE,FALSE,FALSE
facebook_dataset_houses_Mark DeSaulnier_time2_693.png,FALSE,FALSE,FALSE,FALSE,FALSE
facebook_dataset_houses_Mark DeSaulnier_time2_892.jpg,FALSE,FALSE,FALSE,FALSE,FALSE
facebook_dataset_houses_Mark DeSaulnier_time2_609.jpg,FALSE,FALSE,FALSE,FALSE,FALSE
facebook_dataset_houses_Mark DeSaulnier_time1_192.jpg,FALSE,FALSE,FALSE,FALSE,FALSE
facebook_dataset_houses_Mark DeSaulnier_time2_1125.jpg,FALSE,FALSE,FALSE,FALSE,FALSE
facebook_dataset_houses_Mark DeSaulnier_time2_729.jpg,FALSE,FALSE,FALSE,FALSE,FALSE
facebook_dataset_houses_Mark DeSaulnier_time2_849.jpg,FALSE,FALSE,FALSE,FALSE,FALSE
facebook_dataset_houses_Mark Pocan_time1_222.jpg,FALSE,FALSE,FALSE,FALSE,FALSE
facebook_dataset_houses_Mark Pocan_time1_207.jpg,FALSE,FALSE,FALSE,FALSE,FALSE
facebook_dataset_houses_Mark Pocan_time1_228.jpg,FALSE,FALSE,FALSE,FALSE,FALSE
facebook_dataset_houses_Mark Pocan_time1_192.png,FALSE,FALSE,FALSE,FALSE,FALSE
facebook_dataset_houses_Mark Pocan_time2_57.jpg,FALSE,FALSE,FALSE,FALSE,FALSE
facebook_dataset_houses_Mark Pocan_mobile1_28.jpg,FALSE,FALSE,FALSE,FALSE,FALSE
facebook_dataset_houses_Mark Pocan_time1_164.jpg,FALSE,FALSE,FALSE,FALSE,FALSE
facebook_dataset_houses_Mark Takano_time1_108.jpg,FALSE,FALSE,FALSE,FALSE,FALSE
facebook_dataset_houses_Mark Takano_time1_82.png,FALSE,FALSE,FALSE,FALSE,FALSE
facebook_dataset_houses_Mark Takano_mobile2_9.jpg,FALSE,FALSE,FALSE,FALSE,FALSE
facebook_dataset_houses_Mark Takano_time1_115.jpg,FALSE,FALSE,FALSE,FALSE,FALSE
facebook_dataset_houses_Mark Takano_time1_86.png,FALSE,FALSE,FALSE,FALSE,FALSE
facebook_dataset_houses_Mark Takano_time1_76.jpg,FALSE,FALSE,FALSE,FALSE,FALSE
facebook_dataset_houses_Mark Takano_time1_102.jpg,FALSE,FALSE,FALSE,FALSE,FALSE
facebook_dataset_senates_Mark Warner_mobile2_10.jpg,FALSE,FALSE,FALSE,FALSE,FALSE
facebook_dataset_senates_Mark Warner_mobile2_9.jpg,FALSE,FALSE,FALSE,FALSE,FALSE
facebook_dataset_senates_Mark Warner_time1_124.jpg,FALSE,FALSE,FALSE,FALSE,FALSE
facebook_dataset_senates_Mark Warner_time1_166.jpg,FALSE,FALSE,FALSE,FALSE,FALSE
facebook_dataset_senates_Mark Warner_time1_119.jpg,FALSE,FALSE,FALSE,FALSE,FALSE
facebook_dataset_senates_Mark Warner_time1_112.jpg,FALSE,FALSE,FALSE,FALSE,FALSE
facebook_dataset_senates_Mark Warner_time1_136.jpg,FALSE,FALSE,FALSE,FALSE,FALSE
facebook_dataset_senates_Martin Heinrich_time2_146.jpg,FALSE,FALSE,FALSE,FALSE,FALSE
facebook_dataset_senates_Martin Heinrich_time2_121.jpg,FALSE,FALSE,FALSE,FALSE,FALSE
facebook_dataset_senates_Martin Heinrich_time2_131.jpg,FALSE,FALSE,FALSE,FALSE,FALSE
facebook_dataset_senates_Martin Heinrich_time2_171.jpg,FALSE,FALSE,FALSE,FALSE,FALSE
facebook_dataset_senates_Martin Heinrich_time2_142.jpg,FALSE,FALSE,FALSE,FALSE,FALSE
facebook_dataset_senates_Martin Heinrich_time2_148.jpg,FALSE,FALSE,FALSE,FALSE,FALSE
facebook_dataset_senates_Martin Heinrich_time2_42.png,FALSE,FALSE,FALSE,FALSE,FALSE
facebook_dataset_houses_Marty Olsen_time1_41.jpg,FALSE,FALSE,FALSE,FALSE,FALSE
facebook_dataset_houses_Marty Olsen_time1_83.jpg,FALSE,FALSE,FALSE,FALSE,FALSE
facebook_dataset_houses_Marty Olsen_mobile1_35.jpg,FALSE,FALSE,FALSE,FALSE,FALSE
facebook_dataset_houses_Marty Olsen_time1_24.jpg,FALSE,FALSE,FALSE,FALSE,FALSE
facebook_dataset_houses_Marty Olsen_mobile1_27.jpg,FALSE,FALSE,FALSE,FALSE,FALSE
facebook_dataset_houses_Marty Olsen_mobile1_20.jpg,FALSE,FALSE,FALSE,FALSE,FALSE
facebook_dataset_houses_Marty Olsen_time1_79.jpg,FALSE,FALSE,FALSE,FALSE,FALSE
facebook_dataset_houses_Mary Barzee Flores_mobile1_50.jpg,FALSE,FALSE,FALSE,FALSE,FALSE
facebook_dataset_houses_Mary Barzee Flores_mobile1_68.jpg,FALSE,FALSE,FALSE,FALSE,FALSE
facebook_dataset_houses_Mary Barzee Flores_time1_3.jpg,FALSE,FALSE,FALSE,FALSE,FALSE
